"label","tweet_id"
"Not Relevant","'592942815929356288'"
"Other Relevant Information","'592942835877474305'"
"Not Relevant","'592942917536329728'"
"Not Relevant","'592943052005777408'"
"Not Relevant","'592943136147550208'"
"Response Efforts","'592943464687476736'"
"Not Relevant","'592943518781419521'"
"Not Relevant","'592943610888265728'"
"Not Relevant","'592943711190913024'"
"Not Relevant","'592943782624100352'"
"Not Relevant","'592943806682636288'"
"Not Relevant","'592943955605524480'"
"Not Relevant","'592943965365805056'"
"Not Relevant","'592944172786655232'"
"Response Efforts","'592944266072215552'"
"Not Relevant","'592944333210386433'"
"Not Relevant","'592944692867801088'"
"Not Relevant","'592945187019694081'"
"Not Relevant","'592945208196788224'"
"Not Relevant","'592945218380439552'"
"Not Relevant","'592945219076624385'"
"Response Efforts","'592945243957366784'"
"Not Relevant","'592945246167666688'"
"Not Relevant","'592945263771287552'"
"Not Relevant","'592945335036674049'"
"Not Relevant","'592945405450674176'"
"Response Efforts","'592945565568237568'"
"Not Relevant","'592945613655781376'"
"Response Efforts","'592945762037833728'"
"Response Efforts","'592945828349652992'"
"Infrastructure Damage","'592945897715015680'"
"Not Relevant","'592945904887275520'"
"Other Relevant Information","'592945956099739648'"
"Not Relevant","'592946083661152256'"
"Not Relevant","'592946244617535488'"
"Not Relevant","'592946256231702528'"
"Not Relevant","'592946267820564481'"
"Not Relevant","'592946536117440512'"
"Not Relevant","'592946576655548416'"
"Other Relevant Information","'592946599183126530'"
"Response Efforts","'592946658561945600'"
"Infrastructure Damage","'592946744188633088'"
"Not Relevant","'592946908840103937'"
"Not Relevant","'592946993883848704'"
"Not Relevant","'592947223131992064'"
"Not Relevant","'592947275116056576'"
"Not Relevant","'592947348730486784'"
"Not Relevant","'592947353402941440'"
"Response Efforts","'592947382716862464'"
"Not Relevant","'592947482939813888'"
"Not Relevant","'592947764721545216'"
"Not Relevant","'592947777690161152'"
"Not Relevant","'592948004635680768'"
"Not Relevant","'592948038269673472'"
"Not Relevant","'592948068154118144'"
"Not Relevant","'592948088672759808'"
"Not Relevant","'592948095383687168'"
"Not Relevant","'592948145362993152'"
"Not Relevant","'592948298585133056'"
"Not Relevant","'592948833891528704'"
"Not Relevant","'592948855324282880'"
"Not Relevant","'592948877633855488'"
"Not Relevant","'592949111122460672'"
"Not Relevant","'592949125861224448'"
"Not Relevant","'592949319373856768'"
"Not Relevant","'592949486944661504'"
"Infrastructure Damage","'592949642955857920'"
"Not Relevant","'592949685410787328'"
"Not Relevant","'592949882488528897'"
"Other Relevant Information","'592949931003908097'"
"Not Relevant","'592950025409470464'"
"Not Relevant","'592950142485065728'"
"Response Efforts","'592950473872793601'"
"Not Relevant","'592950558329180160'"
"Not Relevant","'592950604156293120'"
"Not Relevant","'592950655641354240'"
"Not Relevant","'592950680173846528'"
"Not Relevant","'592950687786491904'"
"Other Relevant Information","'592950688709148672'"
"Not Relevant","'592950904950693888'"
"Not Relevant","'592950916854067200'"
"Not Relevant","'592950927419670529'"
"Not Relevant","'592951091970514944'"
"Not Relevant","'592951199143452672'"
"Other Relevant Information","'592951379515281408'"
"Not Relevant","'592951384770740224'"
"Not Relevant","'592951503826112513'"
"Not Relevant","'592951697619689472'"
"Other Relevant Information","'592951775377797120'"
"Not Relevant","'592951820609171458'"
"Not Relevant","'592951829505253376'"
"Not Relevant","'592951889446178816'"
"Not Relevant","'592951892105396224'"
"Not Relevant","'592951917917011969'"
"Other Relevant Information","'592951953828782080'"
"Not Relevant","'592952077543931905'"
"Not Relevant","'592952100591534080'"
"Other Relevant Information","'592952126550241280'"
"Not Relevant","'592952132883492864'"
"Not Relevant","'592952277213814784'"
"Not Relevant","'592952310512295936'"
"Not Relevant","'592952422282207232'"
"Not Relevant","'592952549277335552'"
"Not Relevant","'592952584580820992'"
"Not Relevant","'592952667002908673'"
"Not Relevant","'592952671788666880'"
"Other Relevant Information","'592952677543366657'"
"Not Relevant","'592952712058253312'"
"Not Relevant","'592952733407252481'"
"Not Relevant","'592952919395147776'"
"Not Relevant","'592952984205729792'"
"Other Relevant Information","'592953128393248768'"
"Not Relevant","'592953318542020608'"
"Not Relevant","'592953341367422976'"
"Not Relevant","'592953358207422464'"
"Response Efforts","'592953463144873984'"
"Not Relevant","'592953527858630656'"
"Not Relevant","'592953584603398144'"
"Not Relevant","'592953627490279424'"
"Response Efforts","'592953941954015232'"
"Not Relevant","'592954090168135680'"
"Not Relevant","'592954317188964352'"
"Other Relevant Information","'592954328794533888'"
"Not Relevant","'592954427331452928'"
"Not Relevant","'592954455970152448'"
"Not Relevant","'592954753333727232'"
"Response Efforts","'592954785978003456'"
"Not Relevant","'592954957810245633'"
"Not Relevant","'592955039699763200'"
"Response Efforts","'592955092015435776'"
"Not Relevant","'592955161842208769'"
"Response Efforts","'592955217894842368'"
"Not Relevant","'592955318419791872'"
"Not Relevant","'592955381426561024'"
"Response Efforts","'592955419116576768'"
"Not Relevant","'592955462011654144'"
"Other Relevant Information","'592955569973133312'"
"Not Relevant","'592955614503968770'"
"Not Relevant","'592955660100206592'"
"Infrastructure Damage","'592955670082662400'"
"Not Relevant","'592955673048125440'"
"Not Relevant","'592955745802526721'"
"Not Relevant","'592955855416393728'"
"Response Efforts","'592955859984068609'"
"Not Relevant","'592955875930714112'"
"Other Relevant Information","'592955952472657921'"
"Not Relevant","'592955995699212288'"
"Not Relevant","'592956222543790080'"
"Not Relevant","'592956477591040000'"
"Not Relevant","'592956486428401667'"
"Response Efforts","'592956583929368576'"
"Not Relevant","'592956641437470720'"
"Not Relevant","'592956722345553920'"
"Response Efforts","'592956833435750401'"
"Not Relevant","'592956836090945536'"
"Not Relevant","'592956880277803008'"
"Not Relevant","'592957026390663168'"
"Response Efforts","'592957076202131456'"
"Not Relevant","'592957123690008576'"
"Not Relevant","'592957227759046657'"
"Not Relevant","'592957302166167553'"
"Not Relevant","'592957350614413312'"
"Not Relevant","'592957361125531648'"
"Not Relevant","'592957532055941120'"
"Not Relevant","'592958171100020736'"
"Not Relevant","'592958270911840256'"
"Not Relevant","'592958285851938816'"
"Not Relevant","'592958421588119552'"
"Not Relevant","'592958451841536000'"
"Not Relevant","'592958749188337664'"
"Not Relevant","'592958752657027072'"
"Other Relevant Information","'592958843556069376'"
"Not Relevant","'592959000146149378'"
"Other Relevant Information","'592959072351072256'"
"Not Relevant","'592959111932686336'"
"Not Relevant","'592959260243435520'"
"Not Relevant","'592959296347971584'"
"Not Relevant","'592959319462711296'"
"Not Relevant","'592959687714316288'"
"Not Relevant","'592959715920859138'"
"Not Relevant","'592959784409636864'"
"Not Relevant","'592959825576927232'"
"Not Relevant","'592959826424115200'"
"Not Relevant","'592960038597165056'"
"Response Efforts","'592960145300140033'"
"Not Relevant","'592960175322992640'"
"Not Relevant","'592960222454362112'"
"Not Relevant","'592960267316695040'"
"Not Relevant","'592960272895115264'"
"Not Relevant","'592960280440610817'"
"Not Relevant","'592960317765750785'"
"Other Relevant Information","'592960411785424896'"
"Not Relevant","'592960678018715648'"
"Response Efforts","'592961062502268928'"
"Not Relevant","'592961219079745536'"
"Response Efforts","'592961248037339137'"
"Not Relevant","'592961743816675328'"
"Not Relevant","'592961838574215168'"
"Not Relevant","'592961877799407616'"
"Not Relevant","'592962233681883136'"
"Not Relevant","'592962300794933248'"
"Response Efforts","'592962311800786946'"
"Not Relevant","'592962343732060160'"
"Not Relevant","'592962427727187968'"
"Not Relevant","'592962516038193152'"
"Not Relevant","'592962535193595904'"
"Not Relevant","'592962556173529088'"
"Not Relevant","'592962724021325824'"
"Not Relevant","'592962833001762816'"
"Response Efforts","'592962916447555584'"
"Response Efforts","'592963171968806912'"
"Not Relevant","'592963550160756736'"
"Response Efforts","'592963580166803457'"
"Not Relevant","'592963583069196288'"
"Not Relevant","'592963599171063808'"
"Not Relevant","'592963614530605056'"
"Not Relevant","'592963715655405568'"
"Not Relevant","'592963748555546624'"
"Not Relevant","'592963859637346305'"
"Not Relevant","'592963889509326849'"
"Other Relevant Information","'592963926238855168'"
"Not Relevant","'592964016378621952'"
"Not Relevant","'592964130379833344'"
"Other Relevant Information","'592964208750387200'"
"Response Efforts","'592964314761334784'"
"Not Relevant","'592964327264657408'"
"Not Relevant","'592964378808459264'"
"Not Relevant","'592964475365552128'"
"Not Relevant","'592964594454437889'"
"Not Relevant","'592964606949085185'"
"Not Relevant","'592964793914544128'"
"Not Relevant","'592964823207424000'"
"Not Relevant","'592965077235445760'"
"Not Relevant","'592965374997569536'"
"Not Relevant","'592965395478237184'"
"Not Relevant","'592965944323899393'"
"Not Relevant","'592966097009188866'"
"Not Relevant","'592966232002932737'"
"Urgent Needs","'592966367118168064'"
"Other Relevant Information","'592966435904819200'"
"Not Relevant","'592966621515255808'"
"Not Relevant","'592966711554514944'"
"Not Relevant","'592966897680949249'"
"Not Relevant","'592966933017980928'"
"Not Relevant","'592967202195828736'"
"Not Relevant","'592967271766601729'"
"Not Relevant","'592967348669157376'"
"Not Relevant","'592967450045493249'"
"Response Efforts","'592967480747798528'"
"Not Relevant","'592967548829769728'"
"Not Relevant","'592967570711412736'"
"Response Efforts","'592967732930412544'"
"Not Relevant","'592967844465250304'"
"Not Relevant","'592967908252319744'"
"Not Relevant","'592968152717340673'"
"Not Relevant","'592968227438796800'"
"Not Relevant","'592968288411455488'"
"Not Relevant","'592968317666598912'"
"Not Relevant","'592968377905356800'"
"Not Relevant","'592968390848815105'"
"Not Relevant","'592968462617563136'"
"Not Relevant","'592968633992744960'"
"Not Relevant","'592968637239074816'"
"Not Relevant","'592968818139369472'"
"Not Relevant","'592969011803004928'"
"Other Relevant Information","'592969016932630528'"
"Other Relevant Information","'592969070972116992'"
"Not Relevant","'592969109844799488'"
"Not Relevant","'592969414632345602'"
"Not Relevant","'592969539903684608'"
"Not Relevant","'592969627321282560'"
"Other Relevant Information","'592969629015879680'"
"Not Relevant","'592969673920094208'"
"Not Relevant","'592970006259892224'"
"Not Relevant","'592970010223628288'"
"Response Efforts","'592970067966472194'"
"Other Relevant Information","'592970088673726464'"
"Not Relevant","'592970151835901952'"
"Not Relevant","'592970385169092608'"
"Not Relevant","'592970415800061952'"
"Not Relevant","'592970514013949953'"
"Not Relevant","'592970548633821184'"
"Not Relevant","'592970687834398720'"
"Not Relevant","'592970814275751936'"
"Response Efforts","'592971039409311744'"
"Other Relevant Information","'592971076923035648'"
"Not Relevant","'592971158120701952'"
"Not Relevant","'592971196225880064'"
"Not Relevant","'592971476103335936'"
"Not Relevant","'592971601525735424'"
"Infrastructure Damage","'592971612036669441'"
"Response Efforts","'592971718488100864'"
"Not Relevant","'592971863086608385'"
"Not Relevant","'592972068771274753'"
"Not Relevant","'592972165932158977'"
"Not Relevant","'592972203253178368'"
"Not Relevant","'592972223633227777'"
"Not Relevant","'592972253274382336'"
"Not Relevant","'592972547135774720'"
"Not Relevant","'592972559676624897'"
"Not Relevant","'592972815663521792'"
"Other Relevant Information","'592972896831545344'"
"Not Relevant","'592973052792692736'"
"Not Relevant","'592973408507437056'"
"Not Relevant","'592973558416023552'"
"Other Relevant Information","'592973644197994496'"
"Not Relevant","'592973648647958528'"
"Not Relevant","'592973949111312384'"
"Not Relevant","'592974115377545216'"
"Other Relevant Information","'592974262354452480'"
"Not Relevant","'592974390905667585'"
"Response Efforts","'592974556039483392'"
"Not Relevant","'592974575547195392'"
"Other Relevant Information","'592974670023958528'"
"Not Relevant","'592974680610463745'"
"Urgent Needs","'592974704048144384'"
"Response Efforts","'592975064678666241'"
"Not Relevant","'592975087831158784'"
"Response Efforts","'592975118067830784'"
"Not Relevant","'592975144609394688'"
"Not Relevant","'592975201232523264'"
"Not Relevant","'592975263983607808'"
"Not Relevant","'592975296296591361'"
"Not Relevant","'592975382745317377'"
"Not Relevant","'592975628447584256'"
"Response Efforts","'592975861709729792'"
"Response Efforts","'592975995595988992'"
"Not Relevant","'592976236529328128'"
"Not Relevant","'592976304888156161'"
"Response Efforts","'592976328149708800'"
"Not Relevant","'592976406981779457'"
"Not Relevant","'592976509972918272'"
"Not Relevant","'592976614511616000'"
"Not Relevant","'592976690151755777'"
"Not Relevant","'592976750901997568'"
"Other Relevant Information","'592976809056174080'"
"Not Relevant","'592976882624167938'"
"Not Relevant","'592976886009044992'"
"Response Efforts","'592977036190175232'"
"Other Relevant Information","'592977249277714432'"
"Not Relevant","'592977268533760000'"
"Not Relevant","'592977295532490752'"
"Not Relevant","'592977412402450432'"
"Not Relevant","'592977461920563200'"
"Not Relevant","'592977590123634688'"
"Not Relevant","'592977970442080256'"
"Not Relevant","'592978096090787840'"
"Not Relevant","'592978160414777345'"
"Not Relevant","'592978282057969664'"
"Other Relevant Information","'592978300185739264'"
"Not Relevant","'592978479525670913'"
"Not Relevant","'592978586337837056'"
"Not Relevant","'592978605107318784'"
"Not Relevant","'592978650670043136'"
"Response Efforts","'592978712087388160'"
"Not Relevant","'592978830031069184'"
"Urgent Needs","'592978836708397057'"
"Not Relevant","'592979092850475008'"
"Not Relevant","'592979112223969280'"
"Not Relevant","'592979216267784192'"
"Not Relevant","'592979418198466560'"
"Not Relevant","'592979528764403712'"
"Not Relevant","'592979593344262144'"
"Not Relevant","'592979656778850304'"
"Not Relevant","'592979805676507136'"
"Not Relevant","'592979893933117440'"
"Other Relevant Information","'592979972970520576'"
"Other Relevant Information","'592980096975253504'"
"Not Relevant","'592980194362728449'"
"Not Relevant","'592980294157885440'"
"Not Relevant","'592980414345580544'"
"Not Relevant","'592980420016246784'"
"Not Relevant","'592980455160328192'"
"Not Relevant","'592980495543181312'"
"Not Relevant","'592980518569775105'"
"Not Relevant","'592980572986703872'"
"Not Relevant","'592980706113912832'"
"Response Efforts","'592980783054225410'"
"Response Efforts","'592980810199867392'"
"Not Relevant","'592980923013926912'"
"Not Relevant","'592981063804137472'"
"Not Relevant","'592981078614278145'"
"Not Relevant","'592981137779220481'"
"Not Relevant","'592981189771792384'"
"Not Relevant","'592981193458642944'"
"Not Relevant","'592981240485158912'"
"Not Relevant","'592981285339017216'"
"Not Relevant","'592981491929382913'"
"Response Efforts","'592981518231805952'"
"Not Relevant","'592981593909633024'"
"Not Relevant","'592981737182928896'"
"Not Relevant","'592981764450045952'"
"Not Relevant","'592981856993218561'"
"Not Relevant","'592981886336503808'"
"Not Relevant","'592981899510841344'"
"Not Relevant","'592981912228007936'"
"Not Relevant","'592982155107704832'"
"Response Efforts","'592982245196959744'"
"Not Relevant","'592982344300175360'"
"Not Relevant","'592982485530767360'"
"Not Relevant","'592982513724690432'"
"Not Relevant","'592982721481191424'"
"Not Relevant","'592982906349453312'"
"Not Relevant","'592982943779262464'"
"Not Relevant","'592982998028390400'"
"Not Relevant","'592983014147239936'"
"Not Relevant","'592983610988236800'"
"Not Relevant","'592983619158716416'"
"Not Relevant","'592983796468752384'"
"Not Relevant","'592983799824195584'"
"Not Relevant","'592983957022453760'"
"Not Relevant","'592984216364654592'"
"Not Relevant","'592984340591579137'"
"Not Relevant","'592984357566029826'"
"Not Relevant","'592984414134632448'"
"Not Relevant","'592984492412903424'"
"Not Relevant","'592984721899982848'"
"Other Relevant Information","'592984783099072513'"
"Not Relevant","'592984816938680320'"
"Not Relevant","'592984842096254976'"
"Not Relevant","'592985100893097986'"
"Not Relevant","'592985132274946049'"
"Not Relevant","'592985353771814912'"
"Not Relevant","'592985392523149312'"
"Not Relevant","'592985425360195584'"
"Not Relevant","'592985762661945344'"
"Other Relevant Information","'592986021098332160'"
"Other Relevant Information","'592986060134752256'"
"Not Relevant","'592986137842589696'"
"Response Efforts","'592986139428003840'"
"Not Relevant","'592986188614639616'"
"Other Relevant Information","'592986194377613312'"
"Response Efforts","'592986316054212609'"
"Not Relevant","'592986560829591552'"
"Not Relevant","'592986742518484993'"
"Not Relevant","'592986797698904064'"
"Not Relevant","'592986820448690176'"
"Not Relevant","'592986848009461760'"
"Not Relevant","'592986862395863043'"
"Not Relevant","'592986868599418880'"
"Response Efforts","'592987127790505984'"
"Not Relevant","'592987231909978113'"
"Response Efforts","'592987289472659456'"
"Other Relevant Information","'592987446603862016'"
"Not Relevant","'592987451926441984'"
"Not Relevant","'592987458113003520'"
"Not Relevant","'592987755816222720'"
"Not Relevant","'592987892324130817'"
"Not Relevant","'592987955700064256'"
"Not Relevant","'592988012599992320'"
"Not Relevant","'592988085924724736'"
"Other Relevant Information","'592988137766461440'"
"Not Relevant","'592988157588574208'"
"Not Relevant","'592988178165936128'"
"Not Relevant","'592988361565949952'"
"Not Relevant","'592988671709552640'"
"Not Relevant","'592988719700963328'"
"Not Relevant","'592988788135227392'"
"Not Relevant","'592988795395448832'"
"Other Relevant Information","'592988884222382082'"
"Not Relevant","'592988996042493952'"
"Not Relevant","'592989038069547009'"
"Not Relevant","'592989092725399554'"
"Not Relevant","'592989170286526464'"
"Not Relevant","'592989241728106496'"
"Not Relevant","'592989281058095105'"
"Not Relevant","'592989338226466817'"
"Not Relevant","'592989343993630721'"
"Not Relevant","'592989403750014977'"
"Not Relevant","'592989429687517184'"
"Not Relevant","'592989660449607680'"
"Not Relevant","'592989740414078976'"
"Not Relevant","'592989758214705152'"
"Not Relevant","'592989893149634560'"
"Other Relevant Information","'592989908911947776'"
"Not Relevant","'592989917514334210'"
"Not Relevant","'592989986766467072'"
"Not Relevant","'592990163724152832'"
"Other Relevant Information","'592990211438678016'"
"Not Relevant","'592990570265452544'"
"Other Relevant Information","'592990956258983937'"
"Not Relevant","'592991008574611456'"
"Not Relevant","'592991235524038656'"
"Not Relevant","'592991436636819456'"
"Not Relevant","'592991529918070784'"
"Not Relevant","'592991545470496768'"
"Not Relevant","'592991653079691265'"
"Not Relevant","'592991661782732800'"
"Not Relevant","'592991669911363584'"
"Not Relevant","'592991886329192449'"
"Not Relevant","'592991900635914240'"
"Not Relevant","'592991969980223488'"
"Not Relevant","'592992042378080256'"
"Not Relevant","'592992100708438016'"
"Not Relevant","'592992181721378816'"
"Not Relevant","'592992201497452546'"
"Not Relevant","'592992204777529344'"
"Not Relevant","'592992276919357440'"
"Not Relevant","'592992299371597824'"
"Not Relevant","'592992311103070210'"
"Not Relevant","'592992315880308737'"
"Not Relevant","'592992393374347264'"
"Not Relevant","'592992471136735232'"
"Not Relevant","'592992492011786240'"
"Other Relevant Information","'592992547846238208'"
"Not Relevant","'592992618352508929'"
"Not Relevant","'592992618641920000'"
"Not Relevant","'592992685687869440'"
"Not Relevant","'592992693309014017'"
"Not Relevant","'592992698958794752'"
"Not Relevant","'592992792860844032'"
"Response Efforts","'592992802230837248'"
"Not Relevant","'592992808673234944'"
"Not Relevant","'592993043453595648'"
"Not Relevant","'592993185795805185'"
"Response Efforts","'592993462917701632'"
"Not Relevant","'592993935947075585'"
"Not Relevant","'592994032588062720'"
"Other Relevant Information","'592994044202119168'"
"Not Relevant","'592994065022590976'"
"Not Relevant","'592994126716600320'"
"Infrastructure Damage","'592994197537357824'"
"Not Relevant","'592994242378788864'"
"Other Relevant Information","'592994582150967296'"
"Not Relevant","'592994660366340096'"
"Not Relevant","'592994875978592256'"
"Not Relevant","'592994917544132608'"
"Response Efforts","'592994977380204544'"
"Not Relevant","'592995038117961728'"
"Not Relevant","'592995207026765824'"
"Other Relevant Information","'592995251377152001'"
"Not Relevant","'592995307333390336'"
"Not Relevant","'592995388036112384'"
"Not Relevant","'592995461532790784'"
"Response Efforts","'592995565782179840'"
"Not Relevant","'592995568085000193'"
"Not Relevant","'592995978472394752'"
"Not Relevant","'592996007874408448'"
"Not Relevant","'592996101436755968'"
"Not Relevant","'592996636478967808'"
"Not Relevant","'592996754808680449'"
"Not Relevant","'592996926418726912'"
"Not Relevant","'592996957037039617'"
"Not Relevant","'592996986804043777'"
"Not Relevant","'592997050217844736'"
"Not Relevant","'592997106551422976'"
"Other Relevant Information","'592997334306291712'"
"Urgent Needs","'592997440900308992'"
"Response Efforts","'592997531732340736'"
"Not Relevant","'592997679958859778'"
"Response Efforts","'592997690247553024'"
"Not Relevant","'592998010046418944'"
"Response Efforts","'592998067093123072'"
"Not Relevant","'592998244050862081'"
"Not Relevant","'592998306013286400'"
"Not Relevant","'592998309415002112'"
"Response Efforts","'592998412145926144'"
"Response Efforts","'592998514474483712'"
"Response Efforts","'592998571219103744'"
"Not Relevant","'592998584594792449'"
"Not Relevant","'592998641024966656'"
"Not Relevant","'592998669076537344'"
"Not Relevant","'592998850228592640'"
"Not Relevant","'592998965869563904'"
"Not Relevant","'592999039274127362'"
"Not Relevant","'592999094055874561'"
"Not Relevant","'592999194597556224'"
"Infrastructure Damage","'592999229242507264'"
"Not Relevant","'592999271877640194'"
"Not Relevant","'592999282657107968'"
"Not Relevant","'592999389683064832'"
"Not Relevant","'592999448806055937'"
"Not Relevant","'592999482712784896'"
"Response Efforts","'592999488786075648'"
"Not Relevant","'592999720085098498'"
"Not Relevant","'592999747151073280'"
"Not Relevant","'592999778780258304'"
"Response Efforts","'592999816348708864'"
"Not Relevant","'592999943268274176'"
"Not Relevant","'593000040995561472'"
"Not Relevant","'593000049417842690'"
"Not Relevant","'593000311163346945'"
"Not Relevant","'593000343304208384'"
"Not Relevant","'593000456764391425'"
"Response Efforts","'593000607230894081'"
"Response Efforts","'593000644736225282'"
"Not Relevant","'593000647714328576'"
"Not Relevant","'593000655293415424'"
"Response Efforts","'593000732162293760'"
"Not Relevant","'593000757730750464'"
"Not Relevant","'593000811388481536'"
"Not Relevant","'593000818023895040'"
"Not Relevant","'593000835556085760'"
"Other Relevant Information","'593000888396095491'"
"Not Relevant","'593001150808371202'"
"Not Relevant","'593001189198794752'"
"Not Relevant","'593001223269187585'"
"Not Relevant","'593001259264782336'"
"Not Relevant","'593001352336265216'"
"Not Relevant","'593001478404485121'"
"Not Relevant","'593001527498960896'"
"Not Relevant","'593001684072267776'"
"Not Relevant","'593001848103043072'"
"Not Relevant","'593001867459756032'"
"Other Relevant Information","'593002041670311936'"
"Not Relevant","'593002078106046465'"
"Not Relevant","'593002121030668288'"
"Not Relevant","'593002141511340032'"
"Not Relevant","'593002440108023808'"
"Urgent Needs","'593002518067679232'"
"Not Relevant","'593002571737903104'"
"Other Relevant Information","'593002595666382848'"
"Not Relevant","'593002706563792896'"
"Not Relevant","'593002800512110592'"
"Not Relevant","'593003100572626944'"
"Other Relevant Information","'593003399748186112'"
"Not Relevant","'593003404563124226'"
"Not Relevant","'593003488612716546'"
"Not Relevant","'593003517469728768'"
"Other Relevant Information","'593004018563186688'"
"Not Relevant","'593004084564762624'"
"Other Relevant Information","'593004133126447104'"
"Not Relevant","'593004207361368064'"
"Other Relevant Information","'593004241796636672'"
"Response Efforts","'593004416543936512'"
"Infrastructure Damage","'593004432415064064'"
"Not Relevant","'593004561742200832'"
"Other Relevant Information","'593004598971002880'"
"Not Relevant","'593004660635480065'"
"Not Relevant","'593004735319310336'"
"Not Relevant","'593004763563761664'"
"Not Relevant","'593004927581966337'"
"Not Relevant","'593004959483953153'"
"Not Relevant","'593005005382230016'"
"Not Relevant","'593005086474936320'"
"Not Relevant","'593005187830124544'"
"Not Relevant","'593005310266179584'"
"Not Relevant","'593005383267946496'"
"Response Efforts","'593005398933807104'"
"Other Relevant Information","'593005400582152192'"
"Not Relevant","'593005460632039424'"
"Other Relevant Information","'593005470043996161'"
"Not Relevant","'593005533348507648'"
"Not Relevant","'593005694808297474'"
"Not Relevant","'593005713842171904'"
"Not Relevant","'593005734725562368'"
"Not Relevant","'593005745722920960'"
"Response Efforts","'593005821501579264'"
"Not Relevant","'593005938140778496'"
"Not Relevant","'593005998127882240'"
"Not Relevant","'593006038275731456'"
"Not Relevant","'593006083402297344'"
"Not Relevant","'593006167825088513'"
"Not Relevant","'593006174154424320'"
"Not Relevant","'593006198011633664'"
"Response Efforts","'593006247466643456'"
"Not Relevant","'593006311731761152'"
"Not Relevant","'593006319126355968'"
"Not Relevant","'593006358317899776'"
"Not Relevant","'593006773000220672'"
"Response Efforts","'593006872120164352'"
"Not Relevant","'593007030237057024'"
"Not Relevant","'593007067851554816'"
"Not Relevant","'593007233916502017'"
"Not Relevant","'593007266539909120'"
"Not Relevant","'593007327361441792'"
"Not Relevant","'593007360257449984'"
"Not Relevant","'593007470190022657'"
"Not Relevant","'593007715263221761'"
"Not Relevant","'593007821391802368'"
"Not Relevant","'593007968951488512'"
"Not Relevant","'593008171133734912'"
"Not Relevant","'593008172270510080'"
"Not Relevant","'593008215383797760'"
"Not Relevant","'593008262129258497'"
"Not Relevant","'593008268085174272'"
"Not Relevant","'593008372141596673'"
"Response Efforts","'593008373362135040'"
"Not Relevant","'593008518434787329'"
"Not Relevant","'593008564567937024'"
"Not Relevant","'593008711511113728'"
"Not Relevant","'593008905359388672'"
"Not Relevant","'593009028311162883'"
"Not Relevant","'593009051023351809'"
"Not Relevant","'593009070363119616'"
"Not Relevant","'593009102659420160'"
"Not Relevant","'593009117368819712'"
"Not Relevant","'593009178593067009'"
"Not Relevant","'593009191637352448'"
"Not Relevant","'593009269135568896'"
"Not Relevant","'593009467110858752'"
"Not Relevant","'593009593330049024'"
"Not Relevant","'593009719104659457'"
"Not Relevant","'593009757885210624'"
"Not Relevant","'593009782732279808'"
"Not Relevant","'593009788360990720'"
"Not Relevant","'593009801975693313'"
"Not Relevant","'593009822179536896'"
"Not Relevant","'593009917277134848'"
"Urgent Needs","'593009982901215232'"
"Not Relevant","'593010109388722176'"
"Not Relevant","'593010145518485504'"
"Not Relevant","'593010242062979073'"
"Not Relevant","'593010280042405888'"
"Response Efforts","'593010347923083264'"
"Not Relevant","'593010358685540352'"
"Not Relevant","'593010380244287488'"
"Not Relevant","'593010391480799232'"
"Not Relevant","'593010406194577408'"
"Response Efforts","'593010423017971712'"
"Not Relevant","'593010617742532608'"
"Response Efforts","'593010704711491584'"
"Not Relevant","'593010732528107520'"
"Not Relevant","'593010845120008193'"
"Not Relevant","'593010911318810626'"
"Not Relevant","'593011236519809024'"
"Not Relevant","'593011249157427201'"
"Response Efforts","'593011280283312129'"
"Not Relevant","'593011322461298688'"
"Not Relevant","'593011427318833152'"
"Not Relevant","'593011463465410560'"
"Not Relevant","'593011588484980736'"
"Not Relevant","'593011603953426432'"
"Not Relevant","'593011832199258112'"
"Not Relevant","'593011843867791360'"
"Not Relevant","'593011916735287297'"
"Not Relevant","'593012086705430529'"
"Not Relevant","'593012101863612416'"
"Not Relevant","'593012128686219264'"
"Response Efforts","'593012194255581184'"
"Not Relevant","'593012227340251136'"
"Not Relevant","'593012321665978369'"
"Not Relevant","'593012525396033536'"
"Not Relevant","'593012691368857601'"
"Response Efforts","'593013056503939073'"
"Not Relevant","'593013076833632257'"
"Urgent Needs","'593013102678921216'"
"Not Relevant","'593013247869120513'"
"Not Relevant","'593013505210470401'"
"Not Relevant","'593013525854851072'"
"Not Relevant","'593013537624104961'"
"Not Relevant","'593013554434945024'"
"Not Relevant","'593013559417827328'"
"Not Relevant","'593013559690276864'"
"Not Relevant","'593013633967226881'"
"Not Relevant","'593013703554965505'"
"Not Relevant","'593013819087167488'"
"Not Relevant","'593013902713171968'"
"Not Relevant","'593013919138058240'"
"Not Relevant","'593014038612856832'"
"Not Relevant","'593014044732305408'"
"Not Relevant","'593014057814228992'"
"Not Relevant","'593014233614426113'"
"Not Relevant","'593014444256403456'"
"Response Efforts","'593014484014366720'"
"Not Relevant","'593014503895367680'"
"Not Relevant","'593014626884845568'"
"Other Relevant Information","'593014650528264194'"
"Not Relevant","'593014771051540481'"
"Not Relevant","'593014804144500736'"
"Not Relevant","'593014807189590016'"
"Not Relevant","'593015034437046273'"
"Not Relevant","'593015067307876352'"
"Not Relevant","'593015078468849664'"
"Not Relevant","'593015098039529473'"
"Not Relevant","'593015144000692224'"
"Response Efforts","'593015165198540801'"
"Not Relevant","'593015258458918913'"
